"SupportedOn","Hive","EditorDir","EditorName","Properties","Drive","Path","ADMX"
"At least Windows Server 2012 or Windows 8","Computer","Operating System Drives","Enforce drive encryption type on operating system drives","OSEncryptionType (toggle), OSEncryptionType (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"Windows Server 2008 and Windows Vista","Computer","Operating System Drives","Require additional authentication at startup (Windows Server 2008 and Windows Vista)","EnableNonTPM (boolean), UsePartialEncryptionKey (enum), UsePIN (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Operating System Drives","Require additional authentication at startup","UseAdvancedStartup (toggle), EnableBDEWithNoTPM (boolean), UseTPMKey (enum), UseTPMPIN (enum), UseTPMKeyPIN (enum), UseTPM (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012 or Windows 8","Computer","Operating System Drives","Allow network unlock at startup","OSManageNKP (toggle)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"Windows Server 2008, Windows 7, and Windows Vista","Computer","Operating System Drives","Configure TPM platform validation profile (Windows Vista, Windows Server 2008, Windows 7, Windows Server 2008 R2)","Enabled (toggle), 0 (boolean), 1 (boolean), 2 (boolean), 3 (boolean), 4 (boolean), 5 (boolean), 6 (boolean), 7 (boolean), 8 (boolean), 9 (boolean), 10 (boolean), 11 (boolean), 12 (boolean), 13 (boolean), 14 (boolean), 15 (boolean), 16 (boolean), 17 (boolean), 18 (boolean), 19 (boolean), 20 (boolean), 21 (boolean), 22 (boolean), 23 (boolean)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE\PlatformValidation","VolumeEncryption.admx"
"At least Windows Server 2012 or Windows 8","Computer","Operating System Drives","Configure TPM platform validation profile for BIOS-based firmware configurations","Enabled (toggle), 0 (boolean), 1 (boolean), 2 (boolean), 3 (boolean), 4 (boolean), 5 (boolean), 6 (boolean), 7 (boolean), 8 (boolean), 9 (boolean), 10 (boolean), 11 (boolean), 12 (boolean), 13 (boolean), 14 (boolean), 15 (boolean), 16 (boolean), 17 (boolean), 18 (boolean), 19 (boolean), 20 (boolean), 21 (boolean), 22 (boolean), 23 (boolean)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE\OSPlatformValidation_BIOS","VolumeEncryption.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Operating System Drives","Configure TPM platform validation profile for native UEFI firmware configurations","Enabled (toggle), 0 (boolean), 1 (boolean), 2 (boolean), 3 (boolean), 4 (boolean), 5 (boolean), 6 (boolean), 7 (boolean), 8 (boolean), 9 (boolean), 10 (boolean), 11 (boolean), 12 (boolean), 13 (boolean), 14 (boolean), 15 (boolean), 16 (boolean), 17 (boolean), 18 (boolean), 19 (boolean), 20 (boolean), 21 (boolean), 22 (boolean), 23 (boolean)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE\OSPlatformValidation_UEFI","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Operating System Drives","Configure minimum PIN length for startup","MinimumPIN (decimal)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Operating System Drives","Configure use of hardware-based encryption for operating system drives","OSHardwareEncryption (toggle), OSAllowSoftwareEncryptionFailover (boolean), OSRestrictHardwareEncryptionAlgorithms (boolean), OSAllowedHardwareEncryptionAlgorithms (text)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012 or Windows 8","Computer","Operating System Drives","Enable use of BitLocker authentication requiring preboot keyboard input on slates","OSEnablePrebootInputProtectorsOnSlates (toggle)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2016, Windows 10 Version 1703","Computer","Operating System Drives","Allow devices compliant with InstantGo or HSTI to opt out of pre-boot PIN.","OSEnablePreBootPinExceptionOnDECapableDevice (toggle)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Operating System Drives","Allow Secure Boot for integrity validation","OSAllowSecureBootForIntegrity (toggle)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Fixed Data Drives","Choose how BitLocker-protected fixed drives can be recovered","FDVRecovery (toggle), FDVRecoveryPassword (enum), FDVRecoveryKey (enum), FDVManageDRA (boolean), FDVHideRecoveryPage (boolean), FDVActiveDirectoryBackup (boolean), FDVRequireActiveDirectoryBackup (boolean), FDVActiveDirectoryInfoToStore (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Fixed Data Drives","Configure use of passwords for fixed data drives","FDVPassphrase (toggle), FDVEnforcePassphrase (boolean), FDVPassphraseComplexity (enum), FDVPassphraseLength (decimal)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Fixed Data Drives","Deny write access to fixed drives not protected by BitLocker","FDVDenyWriteAccess (toggle)","HKLM:\","System\CurrentControlSet\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7 through Windows Server 2022 or Windows 11 Version 22H2","Computer","Fixed Data Drives","Allow access to BitLocker-protected fixed data drives from earlier versions of Windows","FDVDiscoveryVolumeType (toggle), FDVNoBitLockerToGoReader (boolean)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Fixed Data Drives","Configure use of smart cards on fixed data drives","FDVAllowUserCert (toggle), FDVEnforceUserCert (boolean)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012 or Windows 8","Computer","Fixed Data Drives","Enforce drive encryption type on fixed data drives","FDVEncryptionType (toggle), FDVEncryptionType (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012 or Windows 8","Computer","Fixed Data Drives","Configure use of hardware-based encryption for fixed data drives","FDVHardwareEncryption (toggle), FDVAllowSoftwareEncryptionFailover (boolean), FDVRestrictHardwareEncryptionAlgorithms (boolean), FDVAllowedHardwareEncryptionAlgorithms (text)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Removable Data Drives","Choose how BitLocker-protected removable drives can be recovered","RDVRecovery (toggle), RDVRecoveryPassword (enum), RDVRecoveryKey (enum), RDVManageDRA (boolean), RDVHideRecoveryPage (boolean), RDVActiveDirectoryBackup (boolean), RDVRequireActiveDirectoryBackup (boolean), RDVActiveDirectoryInfoToStore (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Removable Data Drives","Control use of BitLocker on removable drives","RDVConfigureBDE (toggle), RDVAllowBDE (boolean), RDVDisableBDE (boolean)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Removable Data Drives","Configure use of passwords for removable data drives","RDVPassphrase (toggle), RDVEnforcePassphrase (boolean), RDVPassphraseComplexity (enum), RDVPassphraseLength (decimal)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Removable Data Drives","Deny write access to removable drives not protected by BitLocker","RDVDenyWriteAccess (toggle), RDVDenyCrossOrg (boolean)","HKLM:\","System\CurrentControlSet\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7 through Windows Server 2022 or Windows 11 Version 22H2","Computer","Removable Data Drives","Allow access to BitLocker-protected removable data drives from earlier versions of Windows","RDVDiscoveryVolumeType (toggle), RDVNoBitLockerToGoReader (boolean)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Removable Data Drives","Configure use of smart cards on removable data drives","RDVAllowUserCert (toggle), RDVEnforceUserCert (boolean)","HKLM:\","Software\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012 or Windows 8","Computer","Removable Data Drives","Enforce drive encryption type on removable data drives","RDVEncryptionType (toggle), RDVEncryptionType (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2012 or Windows 8","Computer","Removable Data Drives","Configure use of hardware-based encryption for removable data drives","RDVHardwareEncryption (toggle), RDVAllowSoftwareEncryptionFailover (boolean), RDVRestrictHardwareEncryptionAlgorithms (boolean), RDVAllowedHardwareEncryptionAlgorithms (text)","HKLM:\","SOFTWARE\Policies\Microsoft\FVE","VolumeEncryption.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","System > Windows Time Service","Global Configuration Settings","FrequencyCorrectRate (decimal), HoldPeriod (decimal), LargePhaseOffset (decimal), MaxAllowedPhaseOffset (decimal), MaxNegPhaseCorrection (decimal), MaxPosPhaseCorrection (decimal), PhaseCorrectRate (decimal), PollAdjustFactor (decimal), SpikeWatchPeriod (decimal), UpdateInterval (decimal), AnnounceFlags (decimal), EventLogFlags (decimal), LocalClockDispersion (decimal), MaxPollInterval (decimal), MinPollInterval (decimal), ClockHoldoverPeriod (decimal), RequireSecureTimeSyncRequests (decimal), UtilizeSslTimeData (decimal), ClockAdjustmentAuditLimit (decimal), ChainEntryTimeout (decimal), ChainMaxEntries (decimal), ChainMaxHostEntries (decimal), ChainDisable (decimal), ChainLoggingRate (decimal)","HKLM:\","Software\Policies\Microsoft\W32Time\Config","W32Time.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","Time Providers","Configure Windows NTP Client","NtpServer (text), Type (enum), CrossSiteSyncFlags (decimal), ResolvePeerBackoffMinutes (decimal), ResolvePeerBackoffMaxTimes (decimal), SpecialPollInterval (decimal), EventLogFlags (decimal)","HKLM:\","Software\Policies\Microsoft\W32time\TimeProviders\NtpClient","W32Time.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","Time Providers","Enable Windows NTP Client","Enabled (toggle)","HKLM:\","Software\Policies\Microsoft\W32time\TimeProviders\NtpClient","W32Time.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","Computer","Time Providers","Enable Windows NTP Server","Enabled (toggle)","HKLM:\","Software\Policies\Microsoft\W32Time\TimeProviders\NtpServer","W32Time.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Network > Windows Connection Manager","Prohibit connection to non-domain networks when connected to domain authenticated network","fBlockNonDomain (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\WcmSvc\GroupPolicy","WCM.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Network > Windows Connection Manager","Minimize the number of simultaneous connections to the Internet or a Windows Domain","fMinimizeConnections (enum)","HKLM:\","Software\Policies\Microsoft\Windows\WcmSvc\GroupPolicy","WCM.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Network > Windows Connection Manager","Prohibit connection to roaming Mobile Broadband networks","fBlockRoaming (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\WcmSvc\GroupPolicy","WCM.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Network > Windows Connection Manager","Disable power management in connected standby mode","fDisablePowerManagement (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\WcmSvc\GroupPolicy","WCM.admx"
"At least Windows Server 2016, Windows 10 Version 1709","Computer","Network > Windows Connection Manager","Enable Windows to soft-disconnect a computer from a network","fSoftDisconnectConnections (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\WcmSvc\GroupPolicy","WCM.admx"
"At least Windows Vista","Computer","System > Troubleshooting and Diagnostics","Diagnostics: Configure scenario retention","DataRetentionBySizeEnabled (toggle), DirSizeLimit (decimal)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\WDI","WDI.admx"
"At least Windows Vista","Computer","System > Troubleshooting and Diagnostics","Diagnostics: Configure scenario execution level","ScenarioExecutionEnabled (toggle), EnabledScenarioExecutionLevel (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\WDI","WDI.admx"
"At least Windows 11 Version 22H2","Computer","Enhanced Phishing Protection","Service Enabled","ServiceEnabled (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\WTDS\Components","WebThreatDefense.admx"
"At least Windows 11 Version 22H2","Computer","Enhanced Phishing Protection","Notify Malicious","NotifyMalicious (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\WTDS\Components","WebThreatDefense.admx"
"At least Windows 11 Version 22H2","Computer","Enhanced Phishing Protection","Notify Password Reuse","NotifyPasswordReuse (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\WTDS\Components","WebThreatDefense.admx"
